번호,시간,회사명,종목코드,공시제목,제출인,접수일자
613,15:42,디오스텍,196450,정기주주총회결과,디오스텍,2020-03-27
614,15:42,서울바이오시스,092190,정기주주총회결과,서울바이오시스,2020-03-27
615,15:42,티에스이,131290,정기주주총회결과,티에스이,2020-03-27
616,15:43,위지트,036090,정기주주총회결과,위지트,2020-03-27
617,15:43,케어랩스,263700,정기주주총회결과,케어랩스,2020-03-27
618,15:43,유니셈,036200,[연결포함]사업보고서(일반법인),유니셈,2020-03-27
619,15:43,케어랩스,263700,[정정]최대주주 변경을 수반하는 주식 담보제공 계약 체결,케어랩스,2020-03-27
620,15:43,스맥,099440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,스맥,2020-03-27
621,15:43,동국알앤에스,075970,[연결포함]사업보고서(일반법인),동국알앤에스,2020-03-27
622,15:43,이화전기,024810,대표이사변경,이화전기공업,2020-03-27
623,15:44,이베스트투자증권,078020,정기주주총회결과,이베스트투자증권,2020-03-27
624,15:44,농우바이오,054050,약관에의한금융거래시계열금융회사의거래상대방의공시,농업회사법인농우바이오,2020-03-27
625,15:44,서울반도체,046890,사외이사의선임ㆍ해임또는중도퇴임에관한신고,서울반도체,2020-03-27
626,15:44,아이티센,124500,대표집행임원 변경,아이티센,2020-03-27
627,15:44,스맥,099440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,스맥,2020-03-27
628,15:44,바이오제네틱스,044480,주식등의대량보유상황보고서(일반),바이오제네틱스투자조합,2020-03-27
629,15:44,파라다이스,034230,사외이사의선임ㆍ해임또는중도퇴임에관한신고,파라다이스,2020-03-27
630,15:44,에스텍,069510,주식등의대량보유상황보고서(일반),포스타전기,2020-03-27
631,15:45,휴마시스,205470,정기주주총회결과,휴마시스,2020-03-27
632,15:45,신스타임즈,056000,[정정]전환사채권발행결정(제1회차),신스타임즈,2020-03-27
633,15:46,대화제약,067080,[정정]최대주주 변경을 수반하는 주식 담보제공 계약 체결,대화제약,2020-03-27
634,15:46,다나와,119860,[연결포함]사업보고서(일반법인),다나와,2020-03-27
635,15:46,심텍,222800,정기주주총회결과,심텍,2020-03-27
636,15:46,골프존뉴딘홀딩스,121440,정기주주총회결과,골프존뉴딘홀딩스,2020-03-27
637,15:46,심텍홀딩스,036710,정기주주총회결과,심텍홀딩스,2020-03-27
638,15:48,디스플레이텍,066670,사업보고서(일반법인),디스플레이테크,2020-03-27
639,15:48,동국S&C,100130,[연결포함]사업보고서(일반법인),동국에스엔씨,2020-03-27
640,15:48,이루온,065440,[연결포함]사업보고서(일반법인),이루온,2020-03-27
641,15:48,나이벡,138610,정기주주총회결과,나이벡,2020-03-27
642,15:48,이베스트투자증권,078020,사외이사의선임ㆍ해임또는중도퇴임에관한신고,이베스트투자증권,2020-03-27
643,15:48,테라셈,182690,[연결포함]사업보고서(일반법인),테라셈,2020-03-27
644,15:49,큐리언트,115180,임원ㆍ주요주주특정증권등소유상황보고서,쿼드자산운용,2020-03-27
645,15:50,에이디칩스,054630,사업보고서(일반법인),에이디칩스,2020-03-27
646,15:50,아프리카TV,067160,정기주주총회결과,아프리카티비,2020-03-27
647,15:50,트루윈,105550,임원ㆍ주요주주특정증권등소유상황보고서,박희원,2020-03-27
648,15:50,아이티센,124500,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아이티센,2020-03-27
649,15:50,율호,072770,정기주주총회결과,율호,2020-03-27
650,15:50,두올산업,078590,정기주주총회결과,두올산업,2020-03-27
651,15:50,이베스트투자증권,078020,사외이사의선임ㆍ해임또는중도퇴임에관한신고,이베스트투자증권,2020-03-27
652,15:51,서호전기,065710,정기주주총회결과,서호전기,2020-03-27
653,15:51,CJ ENM,035760,정기주주총회결과,씨제이이엔엠,2020-03-27
654,15:51,KPX생명과학,114450,정기주주총회결과,케이피엑스라이프사이언스,2020-03-27
655,15:51,신스타임즈,056000,[정정]전환사채권발행결정(제2회차),신스타임즈,2020-03-27
656,15:52,아이티센,124500,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아이티센,2020-03-27
657,15:53,진바이오텍,086060,[연결포함]사업보고서(일반법인),진바이오텍,2020-03-27
658,15:54,앤디포스,238090,사외이사의선임ㆍ해임또는중도퇴임에관한신고,앤디포스,2020-03-27
659,15:54,덕우전자,263600,정기주주총회결과,덕우전자,2020-03-27
660,15:54,라이브파이낸셜,036170,주식등의대량보유상황보고서(일반),김병진,2020-03-27
661,15:54,비에이치,090460,정기주주총회결과,비에이치,2020-03-27
662,15:55,오르비텍,046120,[정정]단일판매ㆍ공급계약체결(자율공시),오르비텍,2020-03-27
663,15:55,현대사료,016790,사업보고서(일반법인),현대사료,2020-03-27
664,15:55,씨티케이코스메틱스,260930,정기주주총회결과,씨티케이코스메틱스,2020-03-27
665,15:56,리메드,302550,주식등의대량보유상황보고서(일반),이근용,2020-03-27
666,15:56,매일유업,267980,정기주주총회결과,매일유업,2020-03-27
667,15:56,이트론,096040,정기주주총회결과,이트론,2020-03-27
668,15:56,이트론,096040,대표이사변경,이트론,2020-03-27
669,15:56,이엠텍,091120,[연결포함]사업보고서(일반법인),이엠텍,2020-03-27
670,15:56,녹원씨엔아이,065560,정기주주총회결과,녹원씨엔아이,2020-03-27
671,15:57,피에스케이홀딩스,031980,정기주주총회결과,피에스케이홀딩스,2020-03-27
672,15:57,피에스케이,319660,정기주주총회결과,피에스케이,2020-03-27
673,15:57,피에스케이,319660,대표이사변경,피에스케이,2020-03-27
674,15:57,잉글우드랩,950140,정기주주총회결과,잉글우드랩,2020-03-27
675,15:57,에이치엘비파워,043220,[연결포함]사업보고서(일반법인),에이치엘비파워,2020-03-27
676,15:58,씨티케이코스메틱스,260930,본점소재지변경,씨티케이코스메틱스,2020-03-27
677,15:58,모헨즈,006920,정기주주총회결과,모헨즈,2020-03-27
678,15:59,알엔투테크놀로지,148250,주식매수선택권부여에관한신고,알엔투테크놀로지,2020-03-27
679,15:59,잉크테크,049550,주식등의대량보유상황보고서(일반),정광춘,2020-03-27
680,15:59,에스맥,097780,추가상장(국내사모CB전환),코스닥시장본부,2020-03-27
681,15:59,에스앤에스텍,101490,사업보고서(일반법인),에스앤에스텍,2020-03-27
682,16:00,라이브플렉스,050120,전환사채(해외전환사채포함)발행후만기전사채취득,라이브플렉스,2020-03-27
683,16:00,에치에프알,230240,정기주주총회결과,에치에프알,2020-03-27
684,16:00,마크로젠,038290,대표이사변경,마크로젠,2020-03-27
685,16:00,젬백스지오,041590,정기주주총회결과,젬백스지오,2020-03-27
686,16:00,바른테크놀로지,029480,증권 발행결과(자율공시)(제31회차 CB),바른테크놀로지,2020-03-27
687,16:00,성우전자,081580,[연결포함]사업보고서(일반법인),성우전자,2020-03-27
688,16:00,비덴트,121800,정기주주총회결과[정],비덴트,2020-03-27
689,16:01,라이브플렉스,050120,주식등의대량보유상황보고서(일반),김병진,2020-03-27
690,16:01,윈하이텍,192390,정기주주총회결과,윈하이텍,2020-03-27
691,16:01,,999980,기타시장안내(3월 결산법인 배당락),코스닥시장본부,2020-03-27
692,16:01,코아시아,045970,[연결포함]사업보고서(일반법인),코아시아,2020-03-27
693,16:01,에스에스알,275630,정기주주총회결과,에스에스알,2020-03-27
694,16:02,바이넥스,053030,[연결포함]사업보고서(일반법인),바이넥스,2020-03-27
695,16:02,에스에스알,275630,대표이사변경,에스에스알,2020-03-27
696,16:02,네오팜,092730,[연결포함]사업보고서(일반법인)[정],네오팜,2020-03-27
697,16:02,서진시스템,178320,주식매수선택권부여에관한신고,서진시스템,2020-03-27
698,16:03,엔케이맥스,182400,정기주주총회결과,엔케이맥스,2020-03-27
699,16:03,신스타임즈,056000,[정정]전환사채권발행결정(제3회차),신스타임즈,2020-03-27
700,16:03,이노테라피,246960,주식등의대량보유상황보고서(일반),이문수,2020-03-27
701,16:04,신한제4호스팩,277480,정기주주총회결과,신한제4호기업인수목적,2020-03-27
702,16:04,CMG제약,058820,사외이사의선임ㆍ해임또는중도퇴임에관한신고,CMG제약,2020-03-27
703,16:04,엠에스씨,009780,정기주주총회결과,엠에스씨,2020-03-27
704,16:04,에코마케팅,230360,[연결포함]사업보고서(일반법인),에코마케팅,2020-03-27
705,16:04,마크로젠,038290,주식매수선택권부여에관한신고,마크로젠,2020-03-27
706,16:04,하이록코리아,013030,[연결포함]사업보고서(일반법인),하이록코리아,2020-03-27
707,16:04,이녹스첨단소재,272290,[정정]주식매수선택권부여에관한신고,이녹스첨단소재,2020-03-27
708,16:04,퓨쳐스트림네트웍스,214270,주식등의대량보유상황보고서(일반),옐로디지털마케팅,2020-03-27
709,16:04,제로투세븐,159580,정기주주총회결과,제로투세븐,2020-03-27
710,16:05,대보마그네틱,290670,정기주주총회결과,대보마그네틱,2020-03-27
711,16:05,한국정보통신,025770,[연결포함]사업보고서(일반법인),한국정보통신,2020-03-27
712,16:05,넥스트BT,065170,전환가액의조정(제15회차),넥스트비티,2020-03-27
713,16:05,KG ETS,151860,정기주주총회결과,케이지이티에스,2020-03-27
714,16:05,동우팜투테이블,088910,정기주주총회결과,동우팜투테이블,2020-03-27
715,16:05,우리바이오,082850,정기주주총회결과,우리바이오,2020-03-27
716,16:06,퓨쳐스트림네트웍스,214270,임원ㆍ주요주주특정증권등소유상황보고서,이상석,2020-03-27
717,16:06,인화정공,101930,[연결포함]사업보고서(일반법인),인화정공,2020-03-27
718,16:06,파버나인,177830,[정정]최대주주 변경을 수반하는 주식 담보제공 계약 체결,파버나인,2020-03-27
719,16:06,이엠넷,123570,[연결포함]사업보고서(일반법인),이엠넷,2020-03-27
720,16:07,제낙스,065620,조회공시요구(현저한시황변동)에대한답변(미확정),제낙스,2020-03-27
721,16:07,케이피엠테크,042040,[연결포함]사업보고서(일반법인),케이피엠테크,2020-03-27
722,16:07,매일유업,267980,사외이사의선임ㆍ해임또는중도퇴임에관한신고,매일유업,2020-03-27
723,16:07,센트럴바이오,051980,[정정]주식매수선택권부여에관한신고,센트럴바이오,2020-03-27
724,16:07,디젠스,113810,정기주주총회결과,디젠스,2020-03-27
725,16:07,씨엠에스에듀,225330,임원ㆍ주요주주특정증권등소유상황보고서,청담러닝,2020-03-27
726,16:07,우리바이오,082850,대표이사변경,우리바이오,2020-03-27
727,16:07,서호전기,065710,임시주주총회결과,서호전기,2020-03-27
728,16:07,유니크,011320,임원ㆍ주요주주특정증권등소유상황보고서,안영구,2020-03-27
729,16:08,오디텍,080520,주식등의대량보유상황보고서(일반),박병근,2020-03-27
730,16:08,서진시스템,178320,임원ㆍ주요주주특정증권등소유상황보고서,나풍호,2020-03-27
731,16:08,APS홀딩스,054620,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에이피에스홀딩스,2020-03-27
732,16:08,파라다이스,034230,자기주식 처분 결정,파라다이스,2020-03-27
733,16:09,인화정공,101930,사외이사의선임ㆍ해임또는중도퇴임에관한신고,인화정공,2020-03-27
734,16:09,우진비앤지,018620,정기주주총회결과,우진비앤지,2020-03-27
735,16:09,국보디자인,066620,정기주주총회결과,국보디자인,2020-03-27
736,16:09,펄어비스,263750,정기주주총회결과,펄어비스,2020-03-27
737,16:10,디지탈옵틱,106520,전환사채권발행결정(제23회차)[정],디지탈옵틱,2020-03-27
738,16:10,케이아이엔엑스,093320,정기주주총회결과,케이아이엔엑스,2020-03-27
739,16:10,매일유업,267980,사외이사의선임ㆍ해임또는중도퇴임에관한신고,매일유업,2020-03-27
740,16:10,비츠로셀,082920,임원ㆍ주요주주특정증권등소유상황보고서,최운선,2020-03-27
741,16:10,나노캠텍,091970,[정정]전환사채(해외전환사채포함)발행후만기전사채취득,나노캠텍,2020-03-27
742,16:10,젬백스,082270,주식등의대량보유상황보고서(일반),젬앤컴퍼니,2020-03-27
743,16:10,삼진,032750,정기주주총회결과,삼진,2020-03-27
744,16:10,네오위즈,095660,주식등의대량보유상황보고서(일반),나성균,2020-03-27
745,16:11,삼보모터스,053700,임원ㆍ주요주주특정증권등소유상황보고서,보고파워,2020-03-27
746,16:11,펄어비스,263750,사외이사의선임ㆍ해임또는중도퇴임에관한신고,펄어비스,2020-03-27
747,16:11,트루윈,105550,주식등의대량보유상황보고서(약식),박희원,2020-03-27
748,16:11,SDN,099220,[연결포함]사업보고서(일반법인),에스디엔,2020-03-27
749,16:11,한일진공,123840,[연결포함]사업보고서(일반법인),한일진공,2020-03-27
750,16:12,윈하이텍,192390,사외이사의선임ㆍ해임또는중도퇴임에관한신고,윈하이텍,2020-03-27
751,16:12,유니크,011320,임원ㆍ주요주주특정증권등소유상황보고서,안재범,2020-03-27
752,16:12,에이스침대,003800,사업보고서(일반법인),에이스침대,2020-03-27
753,16:13,코리아에프티,123410,정기주주총회결과,코리아에프티,2020-03-27
754,16:13,셀트리온헬스케어,091990,정기주주총회결과,셀트리온헬스케어,2020-03-27
755,16:13,에스에프에이,056190,정기주주총회결과,에스에프에이,2020-03-27
756,16:13,일진파워,094820,정기주주총회결과,일진파워,2020-03-27
757,16:13,에이스테크,088800,정기주주총회결과,에이스테크놀로지,2020-03-27
758,16:13,신영스팩5호,323280,사업보고서(일반법인),신영해피투모로우제5호기업인수목적,2020-03-27
759,16:13,제테마,216080,정기주주총회결과,제테마,2020-03-27
760,16:13,코데즈컴바인,047770,[연결포함]사업보고서(일반법인),코데즈컴바인,2020-03-27
761,16:13,에코캡,128540,[정정]감사보고서 제출,에코캡,2020-03-27
762,16:13,엘디티,096870,정기주주총회결과,엘디티,2020-03-27
763,16:13,젬백스지오,041590,사외이사의선임ㆍ해임또는중도퇴임에관한신고,젬백스지오,2020-03-27
764,16:14,아가방컴퍼니,013990,[정정]정기주주총회결과,아가방앤컴퍼니,2020-03-27
765,16:14,네오위즈,095660,임원ㆍ주요주주특정증권등소유상황보고서,한석우,2020-03-27
766,16:14,미래테크놀로지,213090,[연결포함]사업보고서(일반법인),미래테크놀로지,2020-03-27
767,16:14,모트렉스,118990,[연결포함]사업보고서(일반법인),모트렉스,2020-03-27
768,16:14,삼보모터스,053700,주식등의대량보유상황보고서(일반),이재하,2020-03-27
769,16:14,네오오토,212560,정기주주총회결과,네오오토,2020-03-27
770,16:14,제테마,216080,주식매수선택권부여에관한신고,제테마,2020-03-27
771,16:15,한국팩키지,037230,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국팩키지,2020-03-27
772,16:15,에스에스알,275630,사업보고서(일반법인),에스에스알,2020-03-27
773,16:15,코드네이처,078940,[연결포함]사업보고서(일반법인),코드네이처,2020-03-27
774,16:16,RFHIC,218410,[연결포함]사업보고서(일반법인),알에프에이치아이씨,2020-03-27
775,16:16,삼성스팩2호,291230,사업보고서(일반법인),삼성기업인수목적2호,2020-03-27
776,16:16,휴젤,145020,정기주주총회결과,휴젤,2020-03-27
777,16:16,아프리카TV,067160,자기주식취득 신탁계약 체결 결정,아프리카티비,2020-03-27
778,16:17,나노캠텍,091970,[정정]전환사채권발행결정(제5회차),나노캠텍,2020-03-27
779,16:17,ISC,095340,[연결포함]사업보고서(일반법인),아이에스시,2020-03-27
780,16:17,오디텍,080520,임원ㆍ주요주주특정증권등소유상황보고서,박병근,2020-03-27
781,16:18,네오위즈홀딩스,042420,주식등의대량보유상황보고서(일반),나성균,2020-03-27
782,16:18,에스에프에이,056190,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스에프에이,2020-03-27
783,16:18,MP한강,219550,정기주주총회결과,엠피한강,2020-03-27
784,16:19,휴젤,145020,사외이사의선임ㆍ해임또는중도퇴임에관한신고,휴젤,2020-03-27
785,16:19,바이오리더스,142760,[정정]정기주주총회결과,바이오리더스,2020-03-27
786,16:20,골프존,215000,정기주주총회결과,골프존,2020-03-27
787,16:20,에스디시스템,121890,정기주주총회결과,에스디시스템,2020-03-27
788,16:20,마크로젠,038290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,마크로젠,2020-03-27
789,16:20,유진로봇,056080,정기주주총회결과,유진로봇,2020-03-27
790,16:21,한국팩키지,037230,정기주주총회결과,한국팩키지,2020-03-27
791,16:21,ISC,095340,정기주주총회결과,아이에스시,2020-03-27
792,16:21,골프존,215000,대표이사변경,골프존,2020-03-27
793,16:21,마크로젠,038290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,마크로젠,2020-03-27
794,16:21,에스에프에이,056190,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스에프에이,2020-03-27
795,16:21,코리아에프티,123410,대표이사변경,코리아에프티,2020-03-27
796,16:21,마크로젠,038290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,마크로젠,2020-03-27
797,16:21,셀트리온제약,068760,정기주주총회결과,셀트리온제약,2020-03-27
798,16:21,지노믹트리,228760,[연결포함]사업보고서(일반법인),지노믹트리,2020-03-27
799,16:22,솔브레인,036830,주식등의대량보유상황보고서(일반),정지완,2020-03-27
800,16:22,네오오토,212560,사외이사의선임ㆍ해임또는중도퇴임에관한신고,네오오토,2020-03-27
801,16:22,텔콘RF제약,200230,정기주주총회결과,텔콘알에프제약,2020-03-27
802,16:22,성호전자,043260,주식등의대량보유상황보고서(일반),서룡전자,2020-03-27
803,16:22,케이엠,083550,정기주주총회결과,케이엠,2020-03-27
804,16:22,이지바이오,035810,정기주주총회결과,이지바이오,2020-03-27
805,16:23,셀트리온제약,068760,주식매수선택권부여에관한신고,셀트리온제약,2020-03-27
806,16:23,WI,073570,정기주주총회결과,더블유아이,2020-03-27
807,16:23,우리이앤엘,153490,정기주주총회결과,우리이앤엘,2020-03-27
808,16:23,KTH,036030,정기주주총회결과,케이티하이텔,2020-03-27
809,16:23,에스에프에이,056190,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스에프에이,2020-03-27
810,16:23,레드캡투어,038390,정기주주총회결과,레드캡투어,2020-03-27
811,16:23,엠에스오토텍,123040,정기주주총회결과,엠에스오토텍,2020-03-27
812,16:24,네이블커뮤니케이션즈,153460,주식등의대량보유상황보고서(일반),엔텔스,2020-03-27
813,16:24,엠에스오토텍,123040,대표이사변경,엠에스오토텍,2020-03-27
814,16:24,뉴트리,270870,정기주주총회결과,뉴트리,2020-03-27
815,16:25,한솔시큐어,070300,임원ㆍ주요주주특정증권등소유상황보고서,한솔인티큐브,2020-03-27
816,16:25,캠시스,050110,[연결포함]사업보고서(일반법인),캠시스,2020-03-27
817,16:26,지트리비앤티,115450,[연결포함]사업보고서(일반법인),지트리비앤티,2020-03-27
818,16:26,골프존,215000,사외이사의선임ㆍ해임또는중도퇴임에관한신고,골프존,2020-03-27
819,16:26,비츠로테크,042370,정기주주총회결과,비츠로테크,2020-03-27
820,16:27,케이프,064820,불성실공시법인지정예고(공시불이행),코스닥시장본부,2020-03-27
821,16:28,우리이앤엘,153490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,우리이앤엘,2020-03-27
822,16:28,제로투세븐,159580,사외이사의선임ㆍ해임또는중도퇴임에관한신고,제로투세븐,2020-03-27
823,16:28,티케이케미칼,104480,주식등의대량보유상황보고서(일반),에스엠인더스트리,2020-03-27
824,16:28,케이아이엔엑스,093320,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이아이엔엑스,2020-03-27
825,16:28,레몬,294140,정기주주총회결과,레몬,2020-03-27
826,16:28,이지바이오,035810,상호변경안내,이지바이오,2020-03-27
827,16:29,에스디시스템,121890,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스디시스템,2020-03-27
828,16:29,셀루메드,049180,정기주주총회결과,셀루메드,2020-03-27
829,16:29,한솔인티큐브,070590,합병등종료보고서,한솔인티큐브,2020-03-27
830,16:29,초록뱀,047820,전환가액의조정(제8회차),초록뱀미디어,2020-03-27
831,16:30,에스티큐브,052020,주식등의대량보유상황보고서(일반),바이오메디칼홀딩스,2020-03-27
832,16:30,세종텔레콤,036630,임원ㆍ주요주주특정증권등소유상황보고서,세종,2020-03-27
833,16:31,DSC인베스트먼트,241520,사외이사의선임ㆍ해임또는중도퇴임에관한신고,디에스씨인베스트먼트,2020-03-27
834,16:31,KG모빌리언스,046440,정기주주총회결과,케이지모빌리언스,2020-03-27
835,16:31,한솔인티큐브,070590,[정정]타법인 주식 및 출자증권 양도결정,한솔인티큐브,2020-03-27
836,16:31,삼원테크,073640,[정정]감사보고서 제출,삼원테크,2020-03-27
837,16:32,카스,016920,정기주주총회결과,카스,2020-03-27
838,16:32,다산네트웍스,039560,[정정]최대주주 변경을 수반하는 주식 담보제공 계약 체결,다산네트웍스,2020-03-27
839,16:32,뉴트리,270870,[정정]현금ㆍ현물배당 결정,뉴트리,2020-03-27
840,16:32,KTH,036030,대표이사변경,케이티하이텔,2020-03-27
841,16:32,DSC인베스트먼트,241520,사외이사의선임ㆍ해임또는중도퇴임에관한신고,디에스씨인베스트먼트,2020-03-27
842,16:32,메디톡스,086900,정기주주총회결과,메디톡스,2020-03-27
843,16:33,제이웨이,058420,주식매수선택권부여에관한신고,제이웨이,2020-03-27
844,16:33,우리바이오,082850,주식매수선택권부여에관한신고,우리바이오,2020-03-27
845,16:33,아이진,185490,정기주주총회결과,아이진,2020-03-27
846,16:34,다산네트웍스,039560,주식등의대량보유상황보고서(일반),다산인베스트,2020-03-27
847,16:34,머큐리,100590,사업보고서(일반법인),머큐리,2020-03-27
848,16:34,자비스,254120,주식매수선택권부여에관한신고,자비스,2020-03-27
849,16:35,대동금속,020400,정기주주총회결과,대동금속,2020-03-27
850,16:35,KTH,036030,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이티하이텔,2020-03-27
851,16:35,나노스,151910,[정정]주식등의대량보유상황보고서(약식),제우스1호투자조합,2020-03-27
852,16:35,디엔에이링크,127120,정기주주총회결과,디엔에이링크,2020-03-27
853,16:36,펄어비스,263750,[정정]분기보고서(일반법인),펄어비스,2020-03-27
854,16:36,코스메카코리아,241710,정기주주총회결과,코스메카코리아,2020-03-27
855,16:37,나노스,151910,[정정]주식등의대량보유상황보고서(약식),제우스1호투자조합,2020-03-27
856,16:37,SG&G,040610,임원ㆍ주요주주특정증권등소유상황보고서,프라임아이앤티홀딩스,2020-03-27
857,16:37,자비스,254120,정기주주총회결과,자비스,2020-03-27
858,16:37,디지캡,197140,[연결포함]사업보고서(일반법인),디지캡,2020-03-27
859,16:37,대호피앤씨,021040,주식등의대량보유상황보고서(일반),DSP,2020-03-27
860,16:37,KTH,036030,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이티하이텔,2020-03-27
861,16:39,케이아이엔엑스,093320,대표이사변경,케이아이엔엑스,2020-03-27
862,16:39,골프존뉴딘홀딩스,121440,대표이사변경(자회사의 주요경영사항),골프존뉴딘홀딩스,2020-03-27
863,16:39,소리바다,053110,전환사채(해외전환사채포함)발행후만기전사채취득(제18회차),소리바다,2020-03-27
864,16:39,케이알피앤이,060900,정기주주총회결과,케이알피앤이,2020-03-27
865,16:39,디케이티,290550,정기주주총회결과,디케이티,2020-03-27
866,16:39,JW신약,067290,정기주주총회결과,제이더블유신약,2020-03-27
867,16:39,잉글우드랩,950140,사외이사의선임ㆍ해임또는중도퇴임에관한신고,잉글우드랩,2020-03-27
868,16:39,광림,014200,전환가액의조정(제5회차),광림,2020-03-27
869,16:40,DMS,068790,정기주주총회결과(디엠에스 제21기 정기주주총회),디엠에스,2020-03-27
870,16:40,제우스,079370,정기주주총회결과,제우스,2020-03-27
871,16:40,오션브릿지,241790,[연결포함]사업보고서(일반법인),오션브릿지,2020-03-27
872,16:40,케이엘넷,039420,자기주식 처분 결정,케이엘넷,2020-03-27
873,16:40,삼강엠앤티,100090,[정정]단일판매ㆍ공급계약체결,삼강엠앤티,2020-03-27
874,16:40,진로발효,018120,정기주주총회결과,진로발효,2020-03-27
875,16:41,셀트리온헬스케어,091990,주식매수선택권부여에관한신고,셀트리온헬스케어,2020-03-27
876,16:41,차바이오텍,085660,정기주주총회결과,차바이오텍,2020-03-27
877,16:41,피델릭스,032580,사업보고서(일반법인),피델릭스,2020-03-27
878,16:41,하이록코리아,013030,주식등의대량보유상황보고서(약식),피델리티 매니지먼트 앤 리서치 컴퍼니 엘엘씨,2020-03-27
879,16:42,마이크로컨텍솔,098120,정기주주총회결과,마이크로컨텍솔루션,2020-03-27
880,16:43,대호피앤씨,021040,임원ㆍ주요주주특정증권등소유상황보고서,대청개발,2020-03-27
881,16:43,이매진아시아,036260,정기주주총회결과,이매진아시아,2020-03-27
882,16:43,엘엠에스,073110,자기주식취득 신탁계약 체결 결정,엘엠에스,2020-03-27
883,16:43,마이크로컨텍솔,098120,사외이사의선임ㆍ해임또는중도퇴임에관한신고,마이크로컨텍솔루션,2020-03-27
884,16:43,DMS,068790,사외이사의선임ㆍ해임또는중도퇴임에관한신고,디엠에스,2020-03-27
885,16:44,코다코,046070,정기주주총회결과,코다코,2020-03-27
886,16:44,디젠스,113810,[연결포함]사업보고서(일반법인),디젠스,2020-03-27
887,16:45,메디아나,041920,주식등의대량보유상황보고서(일반),길문종,2020-03-27
888,16:45,하나금융9호스팩,261200,[연결포함]증권신고서(합병),하나금융9호기업인수목적,2020-03-27
889,16:46,나이벡,138610,주식매수선택권부여에관한신고,나이벡,2020-03-27
890,16:46,유안타제6호스팩,340360,사업보고서(일반법인)[정],유안타제6호기업인수목적,2020-03-27
891,16:47,나노캠텍,091970,주식등의대량보유상황보고서(약식),북극성여행사,2020-03-27
892,16:47,JW신약,067290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,제이더블유신약,2020-03-27
893,16:48,앤디포스,238090,주식매수선택권부여에관한신고,앤디포스,2020-03-27
894,16:48,KTH,036030,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이티하이텔,2020-03-27
895,16:48,서울제약,018680,주식등의대량보유상황보고서(약식),수성자산운용,2020-03-27
896,16:49,케이엘넷,039420,자기주식 취득 결정[정],케이엘넷,2020-03-27
897,16:49,유틸렉스,263050,정기주주총회결과,유틸렉스,2020-03-27
898,16:49,솔본,035610,정기주주총회결과,솔본,2020-03-27
899,16:49,JW신약,067290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,제이더블유신약,2020-03-27
900,16:49,SG&G,040610,주식등의대량보유상황보고서(일반),이의범,2020-03-27
901,16:50,서울제약,018680,증권 발행결과(자율공시)(제4회차 전환사채),서울제약,2020-03-27
902,16:50,푸른저축은행,007330,사업보고서(일반법인),푸른상호저축은행,2020-03-27
903,16:50,경동제약,011040,[연결포함]사업보고서(일반법인),경동제약,2020-03-27
904,16:50,아이씨디,040910,정기주주총회결과,아이씨디,2020-03-27
905,16:50,서울제약,018680,대표이사변경,서울제약,2020-03-27
906,16:51,와이솔,122990,정기주주총회결과,와이솔,2020-03-27
907,16:51,유틸렉스,263050,대표이사변경[정],유틸렉스,2020-03-27
908,16:51,코스메카코리아,241710,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코스메카코리아,2020-03-27
909,16:51,CJ ENM,035760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,씨제이이엔엠,2020-03-27
910,16:51,명성티엔에스,257370,[정정]신주인수권부사채권발행결정,명성티엔에스,2020-03-27
911,16:52,유틸렉스,263050,주식매수선택권부여에관한신고,유틸렉스,2020-03-27
912,16:53,아가방컴퍼니,013990,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아가방앤컴퍼니,2020-03-27
913,16:53,셀루메드,049180,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀루메드,2020-03-27
914,16:53,THE MIDONG,161570,[연결포함]사업보고서(일반법인),더 미동,2020-03-27
915,16:54,제넥신,095700,임원ㆍ주요주주특정증권등소유상황보고서,성영철,2020-03-27
916,16:54,CJ ENM,035760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,씨제이이엔엠,2020-03-27
917,16:54,코다코,046070,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코다코,2020-03-27
918,16:54,제넥신,095700,주식등의대량보유상황보고서(일반),성영철,2020-03-27
